MaddeID,SiraNo,Bolum,StandartGrubu,KaynakTuru,StandartMaddeNo,KontrolBasligi,DenetciYonlendirmesi,YontemKodu,DogrulamaYontemi,HazirSecenekler,Olcu1Adi,Olcu1Birimi,Olcu2Adi,Olcu2Birimi,TahrikKosulu,MDKosulu,EsikDeger,EsikOperator,Aktif,AranmazKosulu,GorselReferansi,OlcumTanimlariJSON,OtomatikAranmazKuraliJSON,ResmiMaddeMetni,KaynakFormKodu,KaynakFormRevizyonu,KaynakFormTabloNo,KaynakFormSatirNo,DenetimProfilleriJSON,KaynakFormBolumu,KaynakFormAltGrubu
MAD-0859,859,01 - Kuyu Dibi,81-71,Standart / ÜB.FR.41,5.3.7. | ZA: 1.5.2 2.1,Kategori 2 çukur donanımının metalik mahfazası,Kategori 2 asansörlerde çukurdaki makina/tank/kontrolörün metalik bir mahfazayla kapatıldığını kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerde, asansör çukurunda bulunan makinalar (ör. makina, tank, kontrolör) metalik bir mahfazayla kapatılmalıdır. Bu mahfaza, çöplerin donanıma girmesini ve tehlikeli işlev bozukluklarına veya malzeme tutuşmasına veya duman çıkmasına sebep olmasını engellemek amacıyla teşkil edilir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0860,860,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1. | ZA: 1.5.2 2.1,Durak ve kabin kapılarının otomatik yatay kayar tipte olması,"Durak ve kabin kapılarının yatay eksende kayan, güçle çalıştırılan otomatik tipte olduğunu gözle doğrulayın.",A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Durak ve kabin kapıları; yatay eksende kayan, güçle çalıştırılan otomatik tipte olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0861,861,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1.1. | ZA: 1.5.2 2.1,Durak ve kabin kapı malzemelerinin yanmazlık sınıfı,"Kapı panelleri/çerçevelerinin yanmaz malzemeden, dekoratif yüzeylerin kategoriye göre uygun yanmazlık sınıfından (Kategori 1: sınırlı alevlenebilir, Kategori 2: yanmaz) olduğunu belgeden kontrol edin.",D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Durak ve kabin kapısı için kullanılan malzemeler aşağıdakilere uygun olmalıdır: a) Dekoratif amaçlı son yüzey işlemleri hariç, kapı panellerinde, çerçevelerinde/pervazlarında kullanılan malzemeler yanmaz, örneğin EN 13501-1 Sınıf A1’e uygun, olmalıdır. b) Dekoratif son yüzey işlemleri için kullanılan malzemeler; 1) Kategori 1 asansörler için sınırlı ölçüde alevlenebilir, örneğin EN 13501-1 Sınıf C’ye uygun, 2) Kategori 2 asansörler için yanmaz, örneğin EN 13501-1 Sınıf A2’ye uygun olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0862,862,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1.2. | ZA: 1.5.2 2.1,Kapı takımlarının sarkaç darbe deneyine dayanımı,"Kapı takımlarının yumuşak sarkaç darbe deneyine (Kategori 1: 700 mm, Kategori 2: 1000 mm düşme yüksekliği) arızasız/deformasyonsuz dayandığını ve deney sonrası çalışır kaldığını test edin.",B,Test,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Malzemelerinden bağımsız olarak durak ve kabin kapı takımları, çerçeveleri ve bağlantı parçalarıyla birlikte EN 81-20, Madde 5.3.5.3.4 a)’da belirtilen yumuşak sarkaç darbe deneyine, bileşenlerde arıza olmaksızın veya kapıların düzgün işlemesini bozacak kalıcı deformasyon yaşanmaksızın dayanmalıdır. Deneyden sonra kapı takımları çalışır durumda kalmalıdır. Deneyler için cisim düşme yükseklikleri şu şekilde alınmalıdır: a) Kategori 1 asansörler için: 700 mm; b) Kategori 2 asansörler için: 1 000 mm.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0863,863,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1.4. | ZA: 1.5.2 2.1,Kategori 2 cam panel yasağı,Kategori 2 asansörlerde kapılarda cam panel kullanılmadığını gözle kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,Kategori 2 asansörlerde cam panel kullanılmamalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0864,864,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1.5. | ZA: 1.5.2 2.1,Durak-kabin kapı ön kenar aralığı,"Kategori 2'de durak ve kabin kapı ön kenarları arasındaki mesafenin 35 mm'yi aşmadığını, gerekli uzunluk ve açı şartlarını sağladığını ölçün.",B,Test,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörler için her bir durak kapısı veya kapıların ön kenarlarındaki ekler ile kabin kapısı/kapıları veya kapıların ön kenarlarındaki ekler arasındaki mesafe 35 mm’yi aşmamalıdır. Bu mesafe, ön kenardan itibaren en az 75 mm’lik bir uzunluk boyunca muhafaza edilmeli ve en fazla 45°lik bir açıyla kapı panelinin arkasına doğru dönmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0865,865,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1.6. | ZA: 1.5.2 2.1,Kategori 2 kapı-kuyu arası çubuk sokma testi,Kategori 2'de asansör girişinden kuyu içine 10 mm çapında çubuk sokulamadığını test edin.,B,Test,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerde, girişin kattaki asansör girişi tarafından kuyunun içine doğru 10 mm çapında bir çubuğun sokulması mümkün olmamalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0866,866,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.1.8. | ZA: 1.5.2 2.1,Kategori 2 kapı ön kenar profili,Kategori 2'de kabin/durak kapısı ön kenar profilinin kapının entegre parçası olarak biçimlendirildiğini gözle kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerde kabinin ve durak kapılarının ön kenar profili, kapının entegre bir parçası olarak biçimlendirilmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0867,867,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.4.2.1. | ZA: 1.5.2 2.1,Kabin yokken durak kapısı açılmasını önleyen emniyet sistemi,"Kabin bulunmayan katta, acil durum açma anahtarı veya izinli araç dışında durak kapısının açılmasını engelleyen emniyet sisteminin varlığını doğrulayın.","A,C,D",Görsel + Ölçüm + Çizim/Hesap,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kabinin mevcut olmadığı bulunmadığı herhangi bir katta, EN 81-20, Madde 5.3.9.3.1’de belirtilen acil durum açma anahtarı ile veya Ek E’de belirtilen nesneler kullanılarak açılmasını, devre dışı bırakılmadıkça, durak kapılarının açılmasını engelleyen bir emniyet sistemi bulunmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0868,868,05 - Elektrik ve Test,81-71,Standart / ÜB.FR.41,5.4.2.2. | ZA: 1.5.2 2.1,Emniyet sisteminin elle devreye alma/çıkarma tertibatı,"Emniyet sistemini elle devreye alma/çıkarma tertibatının (makina dairesi/kontrol kabini/acil durum panelinde) mevcut ve piktogramla işaretli olduğunu, ayrıca ana giriş katında işaretlendiğini kontrol edin.",C,Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Bu sistemin elle devreye alınması ve devreden çıkarılmasını sağlayacak bir tertibat aşağıdaki yerlerden en az birinde mevcut bulunmalıdır: a) makina dairesi; b) kontrol kabini; c) acil durum ve muayene paneli. Tertibat, Ek C'de gösterilen piktogramlarla açık şekilde işaretlenmelidir. Bu piktogram ayrıca binanın ana giriş/çıkış katındaki asansör girişinin üzerine veya yanına yerleştirilmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0869,869,05 - Elektrik ve Test,81-71,Standart / ÜB.FR.41,5.4.2.4. | ZA: 1.5.2 2.1,Emniyet sisteminin yedek güçle çalışma süresi,"Ana güç kesildiğinde sistemin yedek güçle en az 2 saat çalıştığını, ana anahtar kesildiğinde derhal devre dışı kaldığını test edin.",C,Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Ana güç kaynağının arızalanması durumunda, sistem bir yedek güç kaynağıyla en az iki saat boyunca çalışır durumda kalmalıdır. Ana anahtar bağlantısının kesilmesi durumunda sistem derhal devre dışı kalmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0870,870,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.4.5. | ZA: 1.5.2 2.1,Kabin kapılarının mekanik kilitleme tertibatı,Kabin kapılarının her durumda mekanik bir kilitleme tertibatına sahip olduğunu kontrol edin.,C,Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,Kabin kapıları her durumda bir mekanik kilitleme tertibatı ile donatılmalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0871,871,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.1.,Kabin duvarlarının mekanik dayanımı,"Kabin duvarlarının mekanik dayanımının, durak kapıları için tanımlanan (Kategori 1/2) dayanım şartına en az eşit olduğunu doğrulayın.",B,Test,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kabin duvarlarının mekanik dayanımı; Madde 5.4.1.2 a veya b ' de durak kapıları için belirtilenlerden uygun olanına en azından eşit olmalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0872,872,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.2.,Kategori 1 kabin tavanının yük taşıma ve sabitleme şartı,Kategori 1 kabin tavanının 150 kg'lık asılı yükü taşıdığını ve yetkisiz kişilerce 60 saniyede yerinden oynatılamayacak şekilde sabitlendiğini test edin.,"C,D",Ölçüm + Çizim/Hesap,null,Ölçülen değer,null,null,null,null,null,null,null,true,"Asansör Kategori 2 (kuyusu tam mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 1 asansörler için kabin tavanları: a) insanların asılarak tutunabileceği herhangi bir noktadan uygulanacak 150 kg’lık bir kütleyi taşıyabilmeli; b) elle veya Ek E’de açıklanan bir nesne kullanılarak, 60 saniye süre içerisinde yetkisiz kişiler tarafından yerinin değiştirilmesini önleyecek şekilde sabitlenmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0873,873,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.3.,Kategori 2 kabin tavanının tutunmayı önleyen tasarımı,Kategori 2 kabin tavanının hiçbir noktadan asılıp tutunulamayacak şekilde tasarlandığını gözle kontrol edin.,A,Görsel,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerde tavan, insanların hiçbir noktadan asılarak tutunamayacağı şekilde tasarlanmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0874,874,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.4.,Kabin gövde malzemesinin yanmazlığı,Kabin gövde malzemesinin yanmaz olduğunu belgeden doğrulayın.,D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kabin gövdesi için kullanılan malzemeler yanmaz olmalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0875,875,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.6.,Kabin döşeme malzemesinin takılma tehlikesine karşı sabitlenmesi,Kabin döşeme malzemesinin kesildiğinde takılma tehlikesi oluşturmayacak şekilde sabitlendiğini kontrol edin.,D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Tüm kabin döşeme malzemeleri, kesildiklerinde tökezlenme/takılma tehlikesi oluşması önlenecek şekilde sabitlenmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0876,876,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.7.,Kategori 2 tırabzanların kuvvet dayanımı,Kategori 2 tırabzanların en olumsuz noktada 2500 N'luk kuvvete dayandığını doğrulayın.,D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerindeki tüm tırabzanlar, en olumsuz noktada, herhangi bir yönde uygulanan 2 500 N'luk bir kuvveti taşıyabilmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0877,877,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.8.,Kategori 2 kabin aynasının montaj ve cam şartı,Kategori 2 kabin aynasının gömme monte edildiğini ve cam ise lamine olduğunu kontrol edin.,"A,D",Görsel + Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerinde ayna bulunduğu durumlarda, aynalar: a) çıkıntı yapmayacak (gömme olacak) şekilde takılmış olmalı, b) camdan imal edilmiş ise lamine olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0878,878,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.9.,Kategori 1 kabin donatılarının özel aletle sökülebilmesi,Kategori 1 kabin donatılarının yalnızca özel aletle sökülebildiğini test edin.,C,Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,"Asansör Kategori 2 (kuyusu tam mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 1 asansörler için, kabin donatıları ve bağlantıları yerlerinden yalnızca özel aletler kullanılarak çıkarılabilecek yapıda olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0879,879,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.5.1.9.,Kategori 2 kabin donatı bağlantılarının gizliliği,Kategori 2 kabin donatı bağlantılarının kullanıcı tarafından görülemeyecek şekilde tespit edildiğini kontrol edin.,C,Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörler için, kabin donatıları ve bağlantıları yerlerine kullanıcılar tarafından görülemeyecek bağlantılar ile tespit edilmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0880,880,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,(devam),Kabin aydınlatma şiddeti,Kabin zemin seviyesi ve kumanda tertibatında en az 100 lüks aydınlatma şiddeti olduğunu ölçün.,"A,C,D",Görsel + Ölçüm + Çizim/Hesap,null,Aydınlatma Şiddeti,null,null,null,null,null,100,>=,true,null,null,[],null,"Kategori 1 ve Kategori 2 asansörler için; kabinler, zemin seviyesinde ve kumanda tertibatlarında en az 100 lüks şiddetinde bir ışık yoğunluğu sağlayacak sabit bir aydınlatma tesisatı ile teçhiz edilmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0881,881,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,(devam),Kategori 2 el tutamağının kuvvet dayanımı,Kategori 2'de el tutamağının en olumsuz noktada herhangi yönden 2500 N'luk kuvvete dayandığını doğrulayın.,"A,B,C,D",Görsel + Test + Ölçüm + Çizim/Hesap,null,Dayanım,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörler için; herhangi bir el tutamağı, en tercih edilmeyen noktasına herhangi bir yönden uygulanan 2500 N’luk noktasal kuvvete mukavemet göstermelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0882,882,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,5.7.,Alarm düğmesinin ses süresi ve seviyesi,"Kabin katta kapıları açık değilken alarm düğmesine basıldığında, kapılar açılana kadar veya en az 60 saniye 70-85 dB(A) arası duyulabilir bir sesin çıktığını test edin.","B,C",Test + Ölçüm,null,Ses Seviyesi,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin katta kapıları açıkta durumda değilse, alarm düğmesinin çalıştırılması bir tertibatın 60 s boyunca veya kabin kapıları açılıncaya kadar ses çıkarmasına sebep olmalı ve bu sesin seviyesi 70 dB(A) ile 85 dB(A) arasında ayarlanabilecek şekilde kabin içerisinden, duyulabilmelidir.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0883,883,08 - TS EN 81-71 Tahribata Dayanıklı,81-71,Standart / ÜB.FR.41,5.9.,Alarm,İşaretler ve işaretlemeler (sabitlenmiş),null,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0884,884,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,(devam),Kamuya açık işaretlerin sökülmeye karşı sabitlenmesi,Kamuya açık işaret ve işaretlemelerin belirtilen araçlarla yerinden çıkarılamadığını kontrol edin.,C,Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kamuya açık işaret ve işaretlemeler; Ek E’de belirtilen araçlarla yerlerinden çıkarılamayacak şekilde tespit edilmeli,",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0885,885,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,(devam),Kamuya açık işaretlerin okunaksızlaştırmaya karşı dayanımı,Kamuya açık işaretlerin 60 saniye içinde okunamaz hale getirilemediğini test edin.,"B,D",Test + Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kamuya açık işaret ve işaretlemeler; Ek E’de listelenen araçlardan biri kullanılarak 60 saniye içerisinde okunamaz hâle getirilememeli,",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0886,886,03 - Kabin ve Kabin Üstü,81-71,Standart / ÜB.FR.41,(devam),Kumanda paneli sembollerinin tahribata karşı okunabilirliği,Kumanda paneli sembol/işaretlerinin 60 saniyelik tahribat denemesinden sonra okunur kaldığını test edin.,"B,D",Test + Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kumanda tablası yüz plâkası veya butonlar üzerindeki sembol ve işaretlemeler ile aktarılan herhangi bir bilgi 60 saniye içerisinde Ek E’de listelenen araçlarla tahrip edildiğinde okunur hâlde kalmalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0887,887,08 - TS EN 81-71 Tahribata Dayanıklı,81-71,Standart / ÜB.FR.41,(devam),Diğer Kontroller,TS EN 81-71 standardına göre ek düzenlemeler yapılmalıdır.,null,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0888,888,08 - TS EN 81-71 Tahribata Dayanıklı,81-71,Standart / ÜB.FR.41,"Yukarıda Yöntem kısmında belirtilen numaralandırma; a Tedarik edilen bileşenlerin görsel incelemesinde gerekli özelliklerin doğrulanması için gözle muayene kullanılır. b Bir performans doğrulaması/deneyi, sağlanan özelliklerin, gerekliliği karşılayacak şekilde işlevlerini yerine getirdiğini doğrular. c Ölçüm, gerekliliklerin belirtilen sınırlara kadar karşılandığını, aletlerin kullanımıyla doğrular. d Çizimler/hesaplamalar, tedarik edilen bileşenlerin tasarım karakteristiklerinin gereklilikleri karşıladığını doğrular. e İlgili noktanın ele alındığını talimat el kitabında veya işaretleyerek doğrular. | ZA: Yukarıda Yöntem kısmında belirtilen numaralandırma; a Tedarik edilen bileşenlerin görsel incelemesinde gerekli özelliklerin doğrulanması için gözle muayene kullanılır. b Bir performans doğrulaması/deneyi, sağlanan özelliklerin, gerekliliği karşılayacak şekilde işlevlerini yerine getirdiğini doğrular. c Ölçüm, gerekliliklerin belirtilen sınırlara kadar karşılandığını, aletlerin kullanımıyla doğrular. d Çizimler/hesaplamalar, tedarik edilen bileşenlerin tasarım karakteristiklerinin gereklilikleri karşıladığını doğrular. e İlgili noktanın ele alındığını talimat el kitabında veya işaretleyerek doğrular.",Diğer Kontroller,"Yukarıda Yöntem kısmında belirtilen numaralandırma; a Tedarik edilen bileşenlerin görsel incelemesinde gerekli özelliklerin doğrulanması için gözle muayene kullanılır. b Bir performans doğrulaması/deneyi, sağlanan özelliklerin, gerekliliği karşılayacak şekilde işlevlerini yerine getirdiğini doğrular. c Ölçüm, gerekliliklerin belirtilen sınırlara kadar karşılandığını, aletlerin kullanımıyla doğrular. d Çizimler/hesaplamalar, tedarik edilen bileşenlerin tasarım karakteristiklerinin gereklilikleri karşıladığını doğrular. e İlgili noktanın ele alındığını talimat el kitabında veya işaretleyerek doğrular.","YukarıdaYöntemkısmındabelirtilennumaralandırma;aTedarikedilenbileşenleringörselincelemesindegerekliözelliklerindoğrulanmasıiçingözlemuayenekullanılır.bBirperformansdoğrulaması/deneyi,sağlananözelliklerin,gerekliliğikarşılayacakşekildeişlevleriniyerinegetirdiğinidoğrular.cÖlçüm,gerekliliklerinbelirtilensınırlarakadarkarşılandığını,aletlerinkullanımıyladoğrular.dÇizimler/hesaplamalar,tedarikedilenbileşenlerintasarımkarakteristikleriningerekliliklerikarşıladığınıdoğrular.eİlgilinoktanınelealındığınıtalimatelkitabındaveyaişaretleyerekdoğrular.",null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
